label,message
safe,can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold ltgt or any bb
safe,sorry sent blank msg again yup but trying do some serious studying now
safe,hey check it da i have listed da
fraud,p alfie moons children in need song on ur mob tell ur ms txt tone charity to for nokias or poly charity for polys zed profit charity
safe,i meant as an apology from me for texting you to get me drugs at ltgt at night
safe,that means from february to april ill be getting a place to stay down there so i dont have to hustle back and forth during audition season as i have since my sister moved away from harlem
safe,goin to workout lor muz lose e fats
safe,damn poor zac doesnt stand a chance
safe,no messageno responcewhat happend
safe,i want to tel u one thing u should not mistake me k this is the message that you sent
safe,yeah right ill bring my tape measure fri
safe,still chance there if you search hard you will get itlet have a try
safe,meeting u is my work tel me when shall i do my work tomorrow
safe,should i head straight there or what
fraud,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to optout txt eng stop box wwx
safe,thank you princess you are so sexy
safe,oooh i got plenty of those
safe,hui xin is in da lib
safe,its a big difference ltgt versus ltgt every ltgt hrs
safe,its not that you make me cry its just that when all our stuff happens on top of everything else it pushes me over the edge you dont underdtand how often i cry over my sorry sorry life
safe,me babe i feel the same lets just get about itboth try cheer upnot fit soo muchxxlove u locaxx
safe,you know what hook up means right
fraud,customer service announcement we recently tried to make a delivery to you but were unable to do so please call to reschedule ref
safe,wats da model num of ur phone
safe,hes really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
fraud,you can stop further club tones by replying stop mix see mytonecomenjoy html for terms club tones cost gbpweek mfl
safe,my house here e sky quite dark liao if raining then got excuse not run already rite hee
safe,sorry left phone upstairs ok might be hectic but would be all my birds with one fell swoop its a date
safe,thought i didnt see you
fraud,wamma get laidwant real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to nownyt eca lp msg
safe,carlos says we can pick up from him later so yeah were set
safe,hey babe my friend had to cancel still up for a visit
safe,as per your request maangalyam alaipayuthe has been set as your callertune for all callers press to copy your friends callertune
safe,hmm ill have to think about it ok youre forgiven d
safe,we are hoping to get away by from langport you still up for town tonight
safe,want to send me a virtual hug i need one
safe,probably not still going over some stuff here
safe,it has issues right now ill fix for her by tomorrow
safe,why i come in between you people
safe,senthil group company apnt pm
safe,oh really did you make it on air whats your talent
safe,studying but ill be free next weekend
safe,r u here yet im wearing blue shirt n black pants
safe,waiti will come out ltgt min
safe,i will reach ur home in ltgt minutes
safe,well then you have a great weekend
safe,what are you doing in langport sorry but ill probably be in bed by pm it sucks being ill at xmas when do you and gosri lanka
safe,frnd s not juz a wordnot merely a relationshipits a silent promise which says i will be with you wherevr whenevr forevr gudnyt dear
safe,huh also cannot then only how many mistakes
safe,ha u jus ate honey ar so sweet
safe,im turning off my phone my moms telling everyone i have cancer and my sister wont stop calling it hurts to talk cant put up with it see u when u get home love u
safe,honey sweetheart darling sexy buns sugar plum loverboy i miss you boytoy smacks your ass did you go to the gym too
safe,thanks for loving me so you rock
safe,yeah imma come over cause jay wants to do some drugs
safe,ok thanx take care then
safe,yup thk of u oso boring wat
safe,came to look at the flat seems ok in his s is away alot wiv work got woman coming at too
safe,moji just informed me that you saved our lives thanks
fraud,you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hgsuitelands rowwjhl
safe,whos this am in class
safe,hey r still online ive finished the formatting
safe,great so what attracts you to the brothas
fraud,promotion number ur awarded a city break and could win a summer shopping spree every wk txt store to skilgme tscswinawkage perwksub
safe,stupidits not possible
safe,i cant pick the phone right now pls send a message
safe,lol what happens in vegas stays in vegas
safe,hello hello hi lou sorry it took so long reply i left mobile at friends in lancaster just got it bak neway im sorry i couldnt make ur bday hun
safe,when did i use soc i use it only at home dunno how type it in word ar
safe,dad says hurry the hell up
safe,wake me up at ltgt am morning
safe,i get out of class in bsn in like ltgt minutes you know where advising is
safe,great i shoot big loads so get ready
safe,ill meet you in the lobby
safe,you still coming tonight
safe,what happen dear tell me
safe,sir i am waiting for your call once free please call me
safe,no i am not having not any movies in my laptop
safe,i was about to do it when i texted i finished a long time ago and showered and erything
safe,ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly love me xxx
safe,hello as per request from ltgt rs has been transfered to you
